TimeStamp,ECR,FCR,ECU,FCU,time_index
311864.8797,6.1462741488777715,6.506628443453708,13.339421162159034,8.993572676089824,41.0
311864.8807,5.420755935006717,6.891234583548599,13.334986493328008,9.980687907899313,41.00099999998929
311864.8817,4.700597825984498,7.2366307982766545,13.203093695645672,10.889895810301663,41.00200000003679
311864.8827,4.00086099111405,7.521570121935947,12.941023759508669,11.691078423086124,41.00300000002608
311864.8837,3.326034446328239,7.715705947298189,12.539560197492273,12.347852786946797,41.00400000001537
311864.8847,2.672200431292305,7.7831855949114175,11.985484881140433,12.820985667569706,41.00500000000466
311864.8857,2.0301822585436873,7.68717927125802,11.264866710447523,13.072518167718586,41.005999999993946
311864.8867,1.3892680257377608,7.394861898115581,10.366749385019409,13.070173847300103,41.006999999983236
311864.8877,0.741045534055961,6.882309754124814,9.28679591335134,12.791582941614978,41.008000000030734
311864.8887,0.08287451237698085,6.138772748081731,8.030444994892388,12.227861481976136,41.00900000002002
311864.8897,-0.5794373267604799,5.169836900648077,6.615178570224132,11.386137476439195,41.01000000000931
311864.8907,-1.2301018741722871,3.999095265416497,5.071586503384665,10.29071199701935,41.0109999999986
311864.8917,-1.8431864172201982,2.6680891180629662,3.443035088234236,8.982671979533926,41.01199999998789
311864.8927,-2.383894752677755,1.2344508173809616,1.7838889344887185,7.517921315911172,41.01300000003539
311864.8937,-2.811213615213432,-0.23164132662500678,0.1563865603089297,5.9637527647486195,41.01400000002468
311864.8947,-3.081693530932322,-1.6524152048136014,-1.373586432244467,4.394229931792736,41.01500000001397
311864.8957,-3.1540039042369106,-2.9484377097865018,-2.7414609254988553,2.8847714529791095,41.01600000000326
311864.8967,-2.993807715673597,-4.04499622275116,-3.8892313647585524,1.5064161430870417,41.01699999999255
311864.8977,-2.578451539702308,-4.878341785024262,-4.7704889797461885,0.32028930750418805,41.01799999998184
311864.8987,-1.9009671873861986,-5.401208315936094,-5.354748038735786,-0.6272179262486572,41.01900000002934
311864.8997,-0.9729326896447016,-5.587080358030922,-5.630624901748091,-1.3081022504314876,41.02000000001863
311864.9007,0.1741619197509273,-5.432791506697534,-5.607526578060076,-1.7148830286558336,41.021000000007916
311864.9017,1.4892635820064422,-4.959186648827008,-5.315637576387737,-1.8610037377651474,41.021999999997206
311864.9027,2.9038801335421573,-4.209759046396661,-4.804148637430947,-1.7794444648370535,41.022999999986496
311864.9037,4.3358709086057035,-3.247361116010369,-4.137833723628617,-1.5196557668154589,41.02400000003399
311864.9047,5.694634600529561,-2.149267398591804,-3.392236795466001,-1.143080873834482,41.02500000002328
311864.9057,6.887286819454487,-1.0010223358037658,-2.647862450495594,-0.7176655992025319,41.02600000001257
311864.9067,7.825318279908536,0.1103808545678966,-1.9838615597451237,-0.3118505703379287,41.02700000000186
311864.9077,8.431169810141993,1.1033817234385335,-1.4717550801574402,0.011410779641040498,41.02799999999115
311864.9087,8.644158040511302,1.9081814423572065,-1.1697410139304631,0.2000674545539938,41.02900000003865
311864.9097,8.425236289963662,2.471959270107502,-1.118080598029504,0.2173319498477302,41.03000000002794
311864.9107,7.760174286169323,2.762523281351949,-1.3359646754189676,0.04459936824305169,41.03100000001723
311864.9117,6.6608786785886895,2.770090991937168,-1.8201287062878364,-0.31732692410410895,41.03200000000652
311864.9127,5.164740768587569,2.507072735820041,-2.5453275033376794,-0.8487949105874888,41.03299999999581
311864.9137,3.3320728656656144,2.0059189468964034,-3.466613399151616,-1.5135727890742816,41.0339999999851
311864.9147,1.241863526237198,1.3152736513702108,-4.523200018532157,-2.262591284991228,41.035000000032596
311864.9157,-1.0137714289055508,0.4948329692534989,-5.643553409595662,-3.038787238000887,41.036000000021886
311864.9167,-3.335954701259105,-0.3905758327546199,-6.751246212640461,-3.7825764264647193,41.037000000011176
311864.9177,-5.625678673506918,-1.277113387546196,-7.771048714180412,-4.4374297729054835,41.038000000000466
311864.9187,-7.790138843473803,-2.1076553371412765,-8.634718654011143,-4.955024324580443,41.038999999989755
311864.9197,-9.748247842061515,-2.836586473379762,-9.285990301658941,-5.2994887611819035,41.04000000003725
311864.9207,-11.434898349851657,-3.4332224639826325,-9.684348466422522,-5.450357676876107,41.04100000002654
311864.9217,-12.803672608201735,-3.883563598329627,-9.80729612807166,-5.403980025767208,41.04200000001583
