TimeStamp,ax,ay,az,gx,gy,gz,mx,my,mz
312243.0117,-49.166,53.314,-1005.097,1697.5,-2642.5,875.0,235.6,361.76,1872.64
312243.0617,-47.336,54.412,-1007.598,1706.25,-2703.75,822.5,237.12,358.72,1881.76
312243.1117,-47.275,52.826,-1008.391,1750.0,-2651.25,953.75,238.64,370.88,1884.8
312243.1617,-47.031,53.07,-1006.073,1688.75,-2563.75,892.5,244.72,364.8,1872.64
312243.2117,-48.068,52.643,-1005.829,1688.75,-2528.75,848.75,244.72,355.68,1863.52
312243.2617,-50.752,52.399,-1007.598,1776.25,-2625.0,875.0,240.16,366.32,1858.96
312243.3117,-48.617,52.948,-1006.5,1662.5,-2590.0,857.5,243.2,355.68,1874.16
312243.3617,-48.617,50.752,-1005.402,1846.25,-2668.75,857.5,237.12,369.36,1871.12
312243.4117,-47.763,52.643,-1006.195,1688.75,-2642.5,927.5,244.72,360.24,1895.44
312243.4617,-45.628,53.192,-1003.816,1776.25,-2721.25,831.25,246.24,370.88,1868.08
312243.5117,-48.251,54.351,-1009.611,1785.0,-2773.75,717.5,237.12,363.28,1866.56
312243.5617,-47.702,52.704,-1006.5,1723.75,-2642.5,936.25,240.16,363.28,1881.76
312243.6117,-48.007,53.253,-1009.367,1715.0,-2563.75,883.75,243.2,364.8,1872.64
312243.6617,-48.617,53.131,-1007.659,1732.5,-2730.0,787.5,238.64,363.28,1868.08
312243.7117,-49.41,54.473,-1008.086,1592.5,-2563.75,752.5,228.0,364.8,1869.6
312243.7617,-45.872,53.741,-1005.28,1767.5,-2686.25,997.5,235.6,352.64,1880.24
312243.8117,-49.593,53.863,-1008.513,1653.75,-2625.0,997.5,244.72,360.24,1884.8
312243.8617,-51.972,53.802,-1007.964,1741.25,-2598.75,927.5,246.24,366.32,1875.68
312243.9117,-50.325,53.558,-1006.5,1811.25,-2712.5,805.0,240.16,364.8,1886.32
312243.9617,-47.763,53.68,-1006.988,1776.25,-2598.75,918.75,235.6,367.84,1858.96
312244.0117,-48.251,52.094,-1007.354,1785.0,-2747.5,883.75,249.28,360.24,1857.44
312244.0617,-47.946,51.24,-1006.317,1697.5,-2651.25,988.75,228.0,367.84,1878.72
312244.1117,-49.654,53.558,-1006.256,1697.5,-2642.5,1006.25,241.68,361.76,1866.56
312244.1617,-47.763,52.094,-1003.999,1750.0,-2633.75,735.0,240.16,369.36,1889.36
312244.2117,-50.203,53.253,-1004.121,1785.0,-2520.0,875.0,237.12,364.8,1869.6
312244.2617,-49.349,52.582,-1005.463,1750.0,-2537.5,910.0,237.12,360.24,1860.48
312244.3117,-49.41,53.497,-1005.951,1785.0,-2668.75,813.75,221.92,351.12,1875.68
312244.3617,-48.007,53.741,-1005.707,1706.25,-2695.0,840.0,228.0,335.92,1872.64
312244.4117,-50.508,55.144,-1004.67,1820.0,-2651.25,831.25,238.64,361.76,1865.04
312244.4617,-49.532,53.192,-998.265,1741.25,-2651.25,875.0,244.72,348.08,1874.16
312244.5117,-46.848,53.741,-1006.134,1785.0,-2686.25,883.75,224.96,340.48,1877.2
312244.5617,-47.885,54.412,-1004.365,1732.5,-2625.0,761.25,228.0,351.12,1889.36
312244.6117,-46.177,53.314,-1007.049,1767.5,-2598.75,822.5,246.24,342.0,1886.32
312244.6617,-48.678,54.107,-1006.317,1697.5,-2703.75,761.25,232.56,348.08,1874.16
312244.7117,-49.593,51.911,-1004.548,1645.0,-2642.5,857.5,237.12,342.0,1887.84
312244.7617,-46.543,53.131,-1005.158,1942.5,-2782.5,953.75,235.6,354.16,1874.16
312244.8117,-46.848,53.375,-1005.463,1706.25,-2668.75,980.0,238.64,346.56,1877.2
312244.8617,-49.288,53.619,-1006.5,1767.5,-2703.75,848.75,237.12,349.6,1868.08
312244.9117,-48.251,53.131,-1003.877,1750.0,-2651.25,883.75,229.52,335.92,1878.72
312244.9617,-47.275,52.948,-1004.243,1680.0,-2730.0,980.0,226.48,338.96,1875.68
312245.0117,-49.044,52.46,-1004.243,1697.5,-2633.75,910.0,231.04,346.56,1871.12
312245.0617,-48.8,53.68,-1007.964,1706.25,-2703.75,691.25,234.08,334.4,1883.28
312245.1117,-47.092,53.924,-1008.269,1758.75,-2703.75,910.0,240.16,345.04,1874.16
312245.1617,-47.153,52.704,-1004.548,1706.25,-2555.0,901.25,243.2,346.56,1863.52
312245.2117,-47.641,52.155,-1006.012,1715.0,-2642.5,796.25,247.76,343.52,1892.4
312245.2617,-45.933,53.253,-1004.853,1715.0,-2642.5,962.5,235.6,351.12,1854.4
312245.3117,-50.386,53.68,-1005.036,1802.5,-2686.25,901.25,240.16,346.56,1874.16
312245.3617,-48.861,54.473,-1006.317,1680.0,-2616.25,901.25,238.64,342.0,1875.68
