TimeStamp,ECR,FCR,ECU,FCU
311824.2317,-12826.54,-2594.14,-4132.94,-7117.08
311824.2327,-12709.09,-2454.04,-4022.41,-6998.4
311824.2337,-12564.37,-2287.58,-3886.27,-6858.4
311824.2347,-12427.43,-2145.77,-3763.25,-6731.84
311824.2357,-12317.56,-2035.43,-3664.35,-6635.33
311824.2367,-12224.91,-1936.15,-3575.8,-6554.22
311824.2377,-12150.96,-1858.71,-3504.71,-6490.42
311824.2387,-12125.06,-1837.97,-3486.92,-6477.79
311824.2397,-12143.47,-1858.85,-3513.77,-6496.38
311824.2407,-12189.44,-1907.92,-3563.98,-6542.92
311824.2417,-12281.71,-2000.28,-3651.76,-6631.9
311824.2427,-12401.53,-2111.77,-3764.25,-6740.05
311824.2437,-12511.68,-2232.89,-3863.76,-6846.81
311824.2447,-12628.89,-2372.31,-3968.43,-6960.06
311824.2457,-12745.81,-2502.44,-4077.39,-7067.06
311824.2467,-12846.66,-2613.45,-4172.61,-7155.32
311824.2477,-12922.81,-2696.94,-4239.66,-7228.47
311824.2487,-12943.7,-2723.17,-4254.44,-7250.36
311824.2497,-12922.77,-2703.95,-4236.56,-7229.52
311824.2507,-12874.7,-2652.41,-4188.16,-7178.45
311824.2517,-12779.48,-2559.76,-4098.56,-7086.33
311824.2527,-12666.66,-2431.25,-3993.8,-6972.74
311824.2537,-12557.27,-2290.63,-3893.38,-6860.21
311824.2547,-12441.3,-2150.01,-3787.85,-6745.91
311824.2557,-12328.44,-2028.56,-3679.61,-6638.81
311824.2567,-12229.97,-1929.04,-3585.39,-6542.64
311824.2577,-12156.82,-1848.94,-3519.87,-6473.69
311824.2587,-12136.37,-1825.43,-3503.9,-6457.62
311824.2597,-12150.19,-1838.02,-3513.77,-6477.07
311824.2607,-12183.86,-1878.83,-3541.61,-6516.36
311824.2617,-12265.78,-1972.82,-3616.67,-6600.52
311824.2627,-12383.94,-2107.48,-3729.77,-6717.78
311824.2637,-12517.88,-2255.63,-3857.66,-6846.95
311824.2647,-12651.06,-2398.06,-3978.11,-6972.17
311824.2657,-12766.46,-2525.38,-4084.25,-7081.56
311824.2667,-12860.87,-2635.57,-4172.18,-7173.83
311824.2677,-12929.87,-2711.82,-4236.79,-7241.35
311824.2687,-12951.57,-2740.57,-4253.24,-7263.95
311824.2697,-12938.79,-2735.9,-4241.56,-7253.89
311824.2707,-12895.87,-2700.95,-4210.23,-7216.36
311824.2717,-12814.86,-2611.11,-4138.47,-7135.01
311824.2727,-12708.86,-2482.56,-4037.57,-7018.04
311824.2737,-12581.3,-2330.35,-3909.25,-6882.1
311824.2747,-12448.98,-2183.39,-3776.36,-6754.69
311824.2757,-12343.27,-2058.08,-3688.34,-6655.07
311824.2767,-12240.13,-1934.0,-3604.84,-6563.86
311824.2777,-12142.76,-1832.87,-3516.2,-6480.03
311824.2787,-12114.48,-1807.69,-3483.25,-6453.8
311824.2797,-12127.26,-1826.33,-3488.83,-6467.15
311824.2807,-12171.6,-1882.84,-3529.6,-6515.27
311824.2817,-12263.39,-1988.84,-3612.9,-6601.38
311824.2827,-12385.61,-2124.26,-3726.34,-6718.25
311824.2837,-12525.75,-2271.13,-3862.0,-6849.1
311824.2847,-12658.45,-2412.37,-3983.93,-6971.03
311824.2857,-12764.88,-2528.1,-4084.4,-7074.4
311824.2867,-12853.96,-2625.7,-4168.22,-7158.8
311824.2877,-12918.09,-2696.37,-4225.45,-7216.03
311824.2887,-12942.84,-2720.17,-4248.1,-7235.58
311824.2897,-12939.69,-2710.53,-4247.38,-7231.19
311824.2907,-12895.06,-2659.56,-4205.94,-7186.56
311824.2917,-12806.94,-2558.42,-4118.87,-7096.05
311824.2927,-12698.27,-2428.53,-4009.82,-6983.81
311824.2937,-12567.71,-2279.81,-3890.66,-6859.73
311824.2947,-12443.02,-2146.72,-3778.84,-6742.81
311824.2957,-12338.31,-2035.81,-3684.57,-6646.68
311824.2967,-12248.18,-1938.34,-3598.45,-6564.71
311824.2977,-12177.09,-1861.76,-3527.64,-6502.44
311824.2987,-12151.67,-1837.3,-3509.71,-6485.08
311824.2997,-12154.91,-1847.98,-3522.92,-6492.81
311824.3007,-12181.05,-1888.28,-3556.68,-6531.05
311824.3017,-12268.5,-1987.17,-3638.46,-6618.07
311824.3027,-12387.23,-2116.68,-3744.55,-6727.03
311824.3037,-12514.31,-2259.92,-3854.13,-6845.28
311824.3047,-12644.58,-2401.07,-3971.48,-6965.45
311824.3057,-12749.2,-2517.8,-4073.43,-7069.54
311824.3067,-12837.6,-2615.83,-4153.16,-7161.05
311824.3077,-12909.65,-2693.7,-4219.39,-7229.38
311824.3087,-12933.68,-2724.27,-4242.95,-7249.93
311824.3097,-12923.39,-2714.4,-4239.99,-7236.53
311824.3107,-12884.71,-2665.52,-4206.8,-7194.0
311824.3117,-12802.27,-2570.15,-4127.46,-7111.88
311824.3127,-12691.59,-2449.32,-4018.5,-7002.31
311824.3137,-12562.51,-2307.75,-3897.81,-6875.18
311824.3147,-12435.06,-2174.23,-3780.51,-6754.78
311824.3157,-12329.63,-2060.08,-3685.09,-6653.88
311824.3167,-12238.79,-1960.13,-3606.99,-6571.63
311824.3177,-12166.93,-1881.08,-3542.95,-6504.11
311824.3187,-12142.14,-1853.32,-3517.1,-6484.94
311824.3197,-12158.2,-1866.58,-3526.07,-6500.34
311824.3207,-12196.02,-1901.15,-3556.59,-6537.01
311824.3217,-12269.36,-1978.92,-3622.53,-6611.2
311824.3227,-12381.41,-2107.0,-3720.57,-6715.54
311824.3237,-12513.35,-2254.3,-3841.21,-6838.89
311824.3247,-12646.06,-2396.68,-3967.09,-6961.44
311824.3257,-12763.26,-2525.19,-4081.49,-7071.73
311824.3267,-12858.01,-2627.09,-4177.28,-7162.14
311824.3277,-12921.48,-2700.62,-4232.84,-7218.17
311824.3287,-12946.56,-2727.37,-4250.24,-7236.58
311824.3297,-12948.85,-2723.03,-4250.53,-7236.34
311824.3307,-12911.18,-2680.02,-4214.67,-7201.05
311824.3317,-12827.45,-2584.74,-4133.03,-7116.6
311824.3327,-12709.48,-2455.38,-4023.74,-7003.74
311824.3337,-12583.88,-2315.86,-3908.21,-6884.1
311824.3347,-12458.56,-2178.67,-3792.24,-6768.94
311824.3357,-12343.22,-2059.03,-3687.0,-6660.7
311824.3367,-12235.31,-1948.69,-3589.73,-6557.66
311824.3377,-12156.2,-1861.29,-3524.02,-6486.56
311824.3387,-12138.18,-1836.97,-3512.34,-6478.64
311824.3397,-12154.39,-1855.76,-3523.87,-6500.82
311824.3407,-12189.58,-1898.05,-3555.87,-6537.2
