TimeStamp,ax,ay,az,gx,gy,gz,mx,my,mz
311823.9117,-69.052,28.792,-1006.866,1758.75,-2625.0,857.5,-656.64,89.68,2077.84
311823.9617,-67.161,28.487,-1008.086,1715.0,-2756.25,735.0,-650.56,97.28,2076.32
311824.0117,-67.405,28.487,-1006.5,1688.75,-2668.75,822.5,-653.6,97.28,2074.8
311824.0617,-68.625,28.548,-1006.317,1610.0,-2581.25,892.5,-653.6,89.68,2079.36
311824.1117,-66.49,27.877,-1007.781,1715.0,-2738.75,796.25,-652.08,86.64,2094.56
311824.1617,-70.943,29.28,-1009.001,1732.5,-2660.0,805.0,-639.92,95.76,2099.12
311824.2117,-68.991,31.11,-1007.964,1802.5,-2572.5,813.75,-635.36,92.72,2077.84
311824.2617,-70.272,28.548,-1008.818,1680.0,-2581.25,883.75,-664.24,98.8,2082.4
311824.3117,-68.93,30.195,-1008.574,1758.75,-2511.25,778.75,-664.24,95.76,2079.36
311824.3617,-67.954,28.975,-1007.049,1715.0,-2642.5,831.25,-644.48,94.24,2086.96
311824.4117,-67.71,30.195,-1008.696,1697.5,-2668.75,822.5,-665.76,98.8,2076.32
311824.4617,-69.54,32.269,-1006.561,1732.5,-2703.75,910.0,-650.56,91.2,2082.4
311824.5117,-70.455,30.561,-1007.72,1671.25,-2616.25,796.25,-652.08,94.24,2079.36
311824.5617,-69.784,27.694,-1009.367,1732.5,-2625.0,988.75,-647.52,100.32,2079.36
311824.6117,-68.93,28.67,-1005.951,1758.75,-2555.0,857.5,-655.12,83.6,2082.4
311824.6617,-69.235,30.439,-1007.171,1715.0,-2598.75,822.5,-656.64,94.24,2080.88
311824.7117,-65.209,27.206,-1007.842,1706.25,-2642.5,796.25,-649.04,104.88,2070.24
311824.7617,-69.845,29.768,-1008.635,1680.0,-2590.0,848.75,-642.96,88.16,2076.32
311824.8117,-67.405,29.28,-1004.487,1793.75,-2677.5,778.75,-655.12,94.24,2074.8
311824.8617,-68.991,30.012,-1007.781,1723.75,-2625.0,936.25,-647.52,94.24,2086.96
311824.9117,-71.431,28.304,-1007.232,1688.75,-2686.25,831.25,-652.08,97.28,2080.88
311824.9617,-69.601,29.585,-1006.5,1723.75,-2537.5,822.5,-655.12,104.88,2085.44
311825.0117,-69.723,27.633,-1007.232,1828.75,-2633.75,787.5,-650.56,97.28,2093.04
311825.0617,-67.954,29.524,-1008.513,1750.0,-2651.25,770.0,-661.2,97.28,2080.88
311825.1117,-70.394,28.426,-1008.025,1776.25,-2651.25,796.25,-647.52,92.72,2077.84
311825.1617,-71.065,28.792,-1006.927,1662.5,-2642.5,761.25,-658.16,106.4,2085.44
311825.2117,-69.906,32.208,-1007.049,1706.25,-2607.5,901.25,-659.68,107.92,2082.4
311825.2617,-66.978,30.134,-1005.951,1767.5,-2607.5,883.75,-646.0,106.4,2082.4
311825.3117,-70.394,31.049,-1009.489,1688.75,-2590.0,840.0,-653.6,95.76,2096.08
311825.3617,-69.967,29.646,-1005.768,1662.5,-2660.0,805.0,-667.28,104.88,2088.48
311825.4117,-69.723,30.134,-1013.393,1758.75,-2590.0,761.25,-646.0,101.84,2100.64
311825.4617,-68.686,28.609,-1007.293,1636.25,-2721.25,700.0,-647.52,98.8,2091.52
311825.5117,-69.113,29.28,-1007.171,1741.25,-2677.5,787.5,-638.4,103.36,2091.52
311825.5617,-68.259,28.731,-1008.208,1723.75,-2598.75,787.5,-658.16,97.28,2083.92
311825.6117,-70.638,28.426,-1006.866,1750.0,-2642.5,805.0,-649.04,94.24,2082.4
311825.6617,-68.686,27.999,-1006.561,1715.0,-2668.75,901.25,-647.52,100.32,2083.92
311825.7117,-66.002,29.768,-1006.134,1688.75,-2616.25,761.25,-655.12,88.16,2071.76
311825.7617,-69.296,28.365,-1008.452,1750.0,-2642.5,901.25,-656.64,85.12,2088.48
311825.8117,-68.442,29.89,-1008.33,1750.0,-2607.5,813.75,-652.08,98.8,2088.48
311825.8617,-71.797,29.036,-1007.598,1732.5,-2668.75,700.0,-652.08,98.8,2073.28
311825.9117,-68.076,29.524,-1008.513,1680.0,-2607.5,805.0,-649.04,97.28,2094.56
311825.9617,-70.455,28.975,-1009.733,1732.5,-2625.0,901.25,-668.8,97.28,2068.72
311826.0117,-68.32,32.391,-1005.768,1706.25,-2625.0,848.75,-646.0,94.24,2080.88
311826.0617,-67.039,28.914,-1008.513,1785.0,-2633.75,857.5,-668.8,94.24,2086.96
311826.1117,-69.418,30.134,-1008.33,1741.25,-2537.5,962.5,-656.64,92.72,2077.84
311826.1617,-70.089,29.402,-1007.659,1653.75,-2651.25,883.75,-655.12,85.12,2085.44
311826.2117,-69.479,29.097,-1006.256,1767.5,-2590.0,901.25,-653.6,83.6,2088.48
311826.2617,-69.235,29.036,-1007.964,1688.75,-2703.75,988.75,-641.44,92.72,2077.84
311826.3117,-67.588,28.792,-1006.012,1776.25,-2686.25,787.5,-662.72,80.56,2094.56
311826.3617,-67.893,29.585,-1005.585,1715.0,-2730.0,805.0,-642.96,103.36,2077.84
311826.4117,-69.357,28.365,-1007.171,1767.5,-2581.25,883.75,-650.56,103.36,2085.44
311826.4617,-68.564,29.463,-1003.084,1723.75,-2668.75,761.25,-667.28,91.2,2088.48
311826.5117,-69.235,29.829,-1009.489,1767.5,-2712.5,910.0,-659.68,92.72,2088.48
311826.5617,-70.15,30.378,-1008.635,1793.75,-2721.25,875.0,-655.12,91.2,2090.0
311826.6117,-69.601,27.145,-1009.123,1645.0,-2537.5,883.75,-659.68,95.76,2097.6
311826.6617,-68.625,27.816,-1008.757,1820.0,-2660.0,743.75,-658.16,100.32,2091.52
311826.7117,-68.991,29.341,-1007.72,1758.75,-2677.5,962.5,-646.0,97.28,2097.6
311826.7617,-69.174,29.89,-1009.062,1750.0,-2695.0,787.5,-656.64,94.24,2093.04
311826.8117,-69.784,29.89,-1006.317,1723.75,-2791.25,778.75,-661.2,98.8,2085.44
311826.8617,-71.004,29.036,-1006.134,1837.5,-2546.25,831.25,-661.2,104.88,2093.04
311826.9117,-70.211,28.548,-1006.256,1741.25,-2616.25,813.75,-646.0,95.76,2086.96
311826.9617,-68.076,30.378,-1007.171,1793.75,-2668.75,770.0,-655.12,92.72,2082.4
311827.0117,-69.723,29.463,-1008.147,1785.0,-2607.5,927.5,-662.72,89.68,2079.36
311827.0617,-68.686,28.365,-1007.232,1723.75,-2546.25,892.5,-650.56,86.64,2070.24
311827.1117,-71.187,29.158,-1007.781,1688.75,-2668.75,892.5,-652.08,89.68,2076.32
311827.1617,-70.15,29.646,-1008.391,1750.0,-2633.75,752.5,-664.24,100.32,2082.4
311827.2117,-70.394,29.585,-1008.513,1758.75,-2686.25,813.75,-662.72,89.68,2090.0
311827.2617,-69.54,28.731,-1008.025,1750.0,-2660.0,857.5,-655.12,106.4,2079.36
311827.3117,-71.797,28.243,-1005.89,1776.25,-2782.5,857.5,-656.64,95.76,2079.36
311827.3617,-70.394,28.121,-1007.476,1872.5,-2651.25,892.5,-649.04,100.32,2085.44
311827.4117,-71.065,30.988,-1008.452,1715.0,-2563.75,787.5,-639.92,100.32,2086.96
311827.4617,-68.808,27.999,-1006.805,1802.5,-2625.0,761.25,-659.68,98.8,2064.16
311827.5117,-69.235,30.256,-1008.94,1706.25,-2616.25,883.75,-655.12,106.4,2086.96
311827.5617,-71.126,27.938,-1008.635,1732.5,-2695.0,726.25,-653.6,92.72,2090.0
311827.6117,-70.211,28.914,-1008.452,1750.0,-2686.25,822.5,-653.6,98.8,2077.84
311827.6617,-69.967,29.89,-1007.598,1662.5,-2651.25,848.75,-642.96,103.36,2062.64
311827.7117,-73.017,28.304,-1007.11,1723.75,-2677.5,770.0,-639.92,89.68,2094.56
311827.7617,-69.784,30.378,-1007.72,1715.0,-2616.25,796.25,-647.52,92.72,2088.48
311827.8117,-69.052,28.975,-1007.903,1758.75,-2677.5,752.5,-658.16,92.72,2074.8
311827.8617,-69.418,30.195,-1007.659,1697.5,-2703.75,761.25,-644.48,98.8,2073.28
311827.9117,-68.076,30.317,-1007.049,1715.0,-2642.5,840.0,-658.16,95.76,2093.04
311827.9617,-69.235,29.219,-1007.11,1723.75,-2642.5,770.0,-652.08,94.24,2088.48
311828.0117,-67.832,28.06,-1007.476,1776.25,-2642.5,866.25,-655.12,88.16,2071.76
311828.0617,-69.723,29.341,-1007.537,1688.75,-2572.5,761.25,-661.2,91.2,2080.88
311828.1117,-71.309,29.707,-1007.415,1741.25,-2616.25,875.0,-650.56,97.28,2083.92
311828.1617,-70.943,29.341,-1004.975,1732.5,-2651.25,831.25,-655.12,104.88,2077.84
311828.2117,-68.564,29.097,-1007.781,1828.75,-2677.5,770.0,-646.0,91.2,2083.92
311828.2617,-71.797,28.487,-1008.147,1697.5,-2616.25,892.5,-642.96,88.16,2080.88
311828.3117,-68.442,29.402,-1009.184,1750.0,-2616.25,840.0,-661.2,100.32,2085.44
311828.3617,-68.32,29.463,-1006.195,1732.5,-2703.75,857.5,-655.12,86.64,2088.48
311828.4117,-68.381,29.89,-1005.341,1688.75,-2572.5,892.5,-656.64,94.24,2082.4
311828.4617,-67.161,29.646,-1006.195,1662.5,-2546.25,883.75,-647.52,101.84,2093.04
311828.5117,-69.113,28.731,-1010.648,1697.5,-2642.5,892.5,-659.68,91.2,2076.32
311828.5617,-67.039,27.877,-1007.171,1776.25,-2590.0,962.5,-653.6,95.76,2097.6
311828.6117,-67.954,29.829,-1007.598,1723.75,-2633.75,638.75,-658.16,88.16,2090.0
311828.6617,-70.821,27.816,-1008.025,1785.0,-2581.25,761.25,-656.64,92.72,2082.4
311828.7117,-69.174,28.121,-1005.707,1697.5,-2642.5,953.75,-652.08,98.8,2091.52
311828.7617,-70.394,32.025,-1006.866,1732.5,-2625.0,813.75,-650.56,98.8,2068.72
311828.8117,-69.296,31.232,-1010.343,1697.5,-2598.75,857.5,-653.6,97.28,2088.48
311828.8617,-70.394,29.89,-1005.829,1688.75,-2607.5,796.25,-664.24,95.76,2088.48
311828.9117,-68.503,31.537,-1005.89,1680.0,-2686.25,796.25,-653.6,91.2,2071.76
311828.9617,-68.442,30.317,-1005.585,1758.75,-2721.25,866.25,-644.48,95.76,2079.36
311829.0117,-68.381,29.28,-1006.5,1723.75,-2651.25,848.75,-646.0,86.64,2085.44
311829.0617,-69.052,27.999,-1005.219,1837.5,-2598.75,840.0,-650.56,100.32,2099.12
311829.1117,-71.248,28.975,-1009.855,1688.75,-2572.5,848.75,-656.64,100.32,2097.6
311829.1617,-68.32,29.402,-1006.561,1723.75,-2651.25,691.25,-653.6,103.36,2059.6
311829.2117,-70.272,29.89,-1009.672,1793.75,-2572.5,848.75,-658.16,106.4,2090.0
311829.2617,-70.089,29.768,-1006.866,1732.5,-2572.5,778.75,-655.12,92.72,2085.44
311829.3117,-68.381,27.816,-1004.365,1732.5,-2590.0,866.25,-664.24,91.2,2086.96
311829.3617,-70.943,29.524,-1010.038,1758.75,-2581.25,840.0,-659.68,88.16,2071.76
311829.4117,-67.344,31.415,-1006.195,1793.75,-2642.5,770.0,-647.52,92.72,2076.32
311829.4617,-69.906,31.476,-1006.744,1785.0,-2616.25,857.5,-655.12,97.28,2094.56
311829.5117,-69.052,29.158,-1006.256,1776.25,-2642.5,796.25,-652.08,91.2,2076.32
311829.5617,-68.198,28.853,-1006.805,1697.5,-2625.0,813.75,-652.08,95.76,2082.4
311829.6117,-68.381,29.707,-1006.256,1680.0,-2677.5,805.0,-656.64,94.24,2086.96
311829.6617,-67.1,28.121,-1008.818,1706.25,-2546.25,595.0,-652.08,91.2,2086.96
311829.7117,-66.246,31.232,-1007.232,1671.25,-2633.75,857.5,-656.64,88.16,2071.76
311829.7617,-71.797,29.707,-1008.879,1776.25,-2677.5,726.25,-642.96,101.84,2093.04
311829.8117,-70.882,29.036,-1007.842,1680.0,-2773.75,787.5,-649.04,98.8,2091.52
311829.8617,-69.845,30.073,-1009.611,1758.75,-2537.5,883.75,-652.08,100.32,2082.4
311829.9117,-70.516,30.317,-1007.171,1793.75,-2590.0,892.5,-650.56,91.2,2074.8
311829.9617,-69.113,29.28,-1005.646,1785.0,-2633.75,805.0,-644.48,103.36,2074.8
311830.0117,-68.259,28.853,-1006.5,1820.0,-2625.0,735.0,-653.6,89.68,2096.08
311830.0617,-67.588,27.145,-1005.524,1680.0,-2695.0,787.5,-649.04,103.36,2076.32
311830.1117,-67.71,31.171,-1007.781,1653.75,-2616.25,953.75,-642.96,110.96,2074.8
311830.1617,-69.357,28.609,-1006.805,1785.0,-2625.0,831.25,-650.56,97.28,2099.12
311830.2117,-69.174,26.962,-1008.94,1837.5,-2520.0,831.25,-649.04,94.24,2067.2
311830.2617,-69.662,27.328,-1006.317,1758.75,-2651.25,822.5,-659.68,97.28,2091.52
311830.3117,-67.588,30.073,-1006.622,1680.0,-2721.25,805.0,-659.68,98.8,2085.44
311830.3617,-67.954,28.426,-1009.55,1680.0,-2572.5,831.25,-644.48,83.6,2085.44
311830.4117,-69.967,31.659,-1005.036,1671.25,-2572.5,883.75,-661.2,104.88,2083.92
