TimeStamp,ECR,FCR,ECU,FCU,time_index
312283.9837,7.172280759949005,2.3181284821268586,10.145437448920946,10.98928679050996,41.0
312283.9847,5.883676253677478,1.9428161485298248,9.853984945866792,10.898447393511336,41.00099999998929
312283.9857,4.566845813850646,1.483936587722271,9.397319595506078,10.694525240290734,41.00200000003679
312283.9867,3.194641045633728,0.9118830051036015,8.73898270301755,10.342282110458415,41.00300000002608
312283.9877,1.7463432236050718,0.20802711713880123,7.8562307531011815,9.819552613240603,41.00400000001537
312283.9887,0.21112565101080108,-0.6332374262693372,6.742800545681076,9.119597061492449,41.00500000000466
312283.9897,-1.4100000627717282,-1.6040847100939215,5.409872684061288,8.251590692261745,41.005999999993946
312283.9907,-3.1038926828896987,-2.6844907209932365,3.8851652753299373,7.239222027351516,41.007000000041444
312283.9917,-4.846590963323448,-3.8449398922134,2.210288703938693,6.117581487574884,41.008000000030734
312283.9927,-6.605988425840161,-5.050267576617165,0.4366757781749176,4.92870986475433,41.00900000002002
312283.9937,-8.345486125130817,-6.264174135642934,-1.379449382601332,3.7163252739720223,41.01000000000931
312283.9947,-10.028130941509028,-7.453868478124526,-3.182500898696162,2.5203411341408284,41.0109999999986
312283.9957,-11.620698593546084,-8.594279459209275,-4.9227565998918195,1.3718165484522122,41.0120000000461
312283.9967,-13.097193863469823,-9.671314978683258,-6.560800966845186,0.2889408106741132,41.01300000003539
312283.9977,-14.441313648643805,-10.68374704611163,-8.070692416875625,-0.7254507114609171,41.01400000002468
312283.9987,-15.647543225522261,-11.643446734643662,-9.441499576925668,-1.6844910615832138,41.01500000001397
312283.9997,-16.720718894424607,-12.573871093927082,-10.677027218110121,-2.615885853281299,41.01600000000326
312284.0007,-17.67407326974946,-13.506896511576874,-11.793748678688715,-3.55858249941408,41.01699999999255
312284.0017,-18.525962988784332,-14.478279817431261,-12.817157618905025,-4.557792445099194,41.01800000004005
312284.0027,-19.295642496052963,-15.522190079933797,-13.776927511916558,-5.658841378963445,41.01900000002934
312284.0037,-19.998573737044808,-16.665373349961815,-14.701404056680037,-6.900464376328183,41.02000000001863
312284.0047,-20.64183583103599,-17.921576463735573,-15.612039234513249,-8.308244628217773,41.021000000007916
312284.0057,-21.220212203710492,-19.286856781674206,-16.5183968839227,-9.888906524248558,41.021999999997206
312284.0067,-21.713482670279674,-20.736341051299256,-17.414315568594724,-11.62611396034263,41.0230000000447
312284.0077,-22.08533861403352,-22.22287354984073,-18.27570887012722,-13.478297581494967,41.02400000003399
312284.0087,-22.284181007483,-23.67782241860767,-19.06032599172771,-15.378851745792549,41.02500000002328
312284.0097,-22.245869132041225,-25.014109747837615,-19.709601919804232,-17.238820471190177,41.02600000001257
312284.0107,-21.8982817373116,-26.13131502541749,-20.15251534270429,-18.951952673523298,41.02700000000186
312284.0117,-21.167353094933173,-26.922494060602993,-20.311164969168697,-20.401773752220034,41.02799999999115
312284.0127,-19.984074659479937,-27.282176927531385,-20.107591581453814,-21.47011586367099,41.02900000003865
312284.0137,-18.291827127536745,-27.114876775857134,-19.47123267043265,-22.04639334930181,41.03000000002794
312284.0147,-16.053341555352393,-26.343370121771603,-18.346313377524663,-22.036818542998237,41.03100000001723
312284.0157,-13.256590062805,-24.916006353418794,-16.698460777201085,-21.37273627196375,41.03200000000652
312284.0167,-9.9189780692757,-22.812371032078392,-14.519880933781318,-20.017315419721527,41.03299999999581
312284.0177,-6.089345632472072,-20.046758809814122,-11.832555600081706,-17.96996820144045,41.03400000004331
312284.0187,-1.8474734951100242,-16.669095838294194,-8.689087458506553,-15.268060606402146,41.035000000032596
312284.0197,2.698987288586005,-12.763171664621819,-5.171033585845056,-11.985713201969606,41.036000000021886
312284.0207,7.420005705861426,-8.44227646029974,-1.3847965767632215,-8.229748349270992,41.037000000011176
312284.0217,12.17069548956285,-3.842569016978548,2.5446303231628935,-4.133093875425251,41.038000000000466
312284.0227,16.800289976067322,0.8852972719283142,6.4815653935066155,0.15381946536409705,41.038999999989755
312284.0237,21.16183458675032,5.585608255841216,10.288531071741566,4.472950254173839,41.04000000003725
312284.0247,25.12178136447962,10.107307011572805,13.835381666047248,8.668997821170311,41.04100000002654
312284.0257,28.568661240989975,14.313197127809286,17.007881766754803,12.5993440386293,41.04200000001583
312284.0267,31.42007722256237,18.087881871035997,19.71499475827629,16.142758039788443,41.04300000000512
312284.0277,33.62740018221715,21.343807176479118,21.894253718290035,19.206153343787282,41.04399999999441
312284.0287,35.17774633957471,24.02495064982133,23.514758661046596,21.728868338534603,41.04500000004191
312284.0297,36.09305398470696,26.107913461365484,24.577558560877712,23.684169893117627,41.0460000000312
312284.0307,36.42633470085389,27.600406946445,25.11341376748842,25.077934386334167,41.04700000002049
312284.0317,36.255427417282434,28.53735882252111,25.178171973480755,25.94471661133862,41.04800000000978
312284.0327,35.674808507722915,28.97507337987334,24.8462064269947,26.341650735074403,41.04899999999907
312284.0337,34.78618679123857,28.984046323175605,24.20253829280834,26.34081687698923,41.050000000046566
312284.0347,33.688722170286994,28.641142851060756,23.33437968270919,26.020834373418094,41.051000000035856
312284.0357,32.469740346541386,28.02188741340227,22.322879224651608,25.458496858759364,41.052000000025146
